f0,f1,HF,LF
0.0,0.0,308.12909601160663,291.1917361284124
0.02040816326530612,0.0,276.06003083402834,261.87422121730674
0.04081632653061224,0.0,246.27181623875887,234.5063571146457
0.061224489795918366,0.0,218.90974916607502,209.25930266115245
0.08163265306122448,0.0,194.09616511026493,186.28025046975827
0.1020408163265306,0.0,171.90795802777285,165.66994683374702
0.12244897959183673,0.0,152.35865251038172,147.4647638999383
0.14285714285714285,0.0,135.386695178302,131.62499106177557
0.16326530612244897,0.0,120.85105397611007,118.03043425526523
0.18367346938775508,0.0,108.53453455526623,106.48373234149426
0.2040816326530612,0.0,98.15450538124402,96.72108221375936
0.22448979591836732,0.0,89.38003432953595,88.42937539357312
0.24489795918367346,0.0,81.85384338543794,81.26815273044829
0.26530612244897955,0.0,75.21704006836254,74.89433582621068
0.2857142857142857,0.0,69.1343260176296,68.98743562079048
0.3061224489795918,0.0,63.31733880953246,63.27289420928774
0.32653061224489793,0.0,57.543956650287974,57.54138953492297
0.3469387755102041,0.0,51.67177096703152,51.66230798003179
0.36734693877551017,0.0,45.644474196160324,45.5901321544084
0.3877551020408163,0.0,39.49056882336903,39.36314993534118
0.4081632653061224,0.0,33.314517710673606,33.09460479463645
0.42857142857142855,0.0,27.28115856561814,26.957110267825435
0.44897959183673464,0.0,21.594831717512342,21.161777730401653
0.4693877551020408,0.0,16.47516192978675,15.933998210176176
0.4897959183673469,0.0,12.131746090039847,11.488130077324712
0.5102040816326531,0.0,8.740100352401207,8.003446186750777
0.5306122448979591,0.0,6.421103201165158,5.603576941719355
0.5510204081632653,0.0,5.225845848911419,4.341360691977526
0.5714285714285714,0.0,5.127298600668599,4.190510097917961
0.5918367346938775,0.0,6.019568057447531,5.044869334112277
0.6122448979591836,0.0,7.724814225417971,6.725331198487705
0.6326530612244897,0.0,10.007184368067183,8.993770964485705
0.6530612244897959,0.0,12.592468011924968,11.572701386786983
0.673469387755102,0.0,15.191645555434052,14.168821310181869
0.6938775510204082,0.0,17.526140897779637,16.498268298399886
0.7142857142857142,0.0,19.352430062289997,18.311227257510332
0.7346938775510203,0.0,20.483717669561273,19.413606909047086
0.7551020408163265,0.0,20.806665750968158,19.68376860351928
0.7755102040816326,0.0,20.29161943365831,19.082752005405723
0.7959183673469387,0.0,18.995378698278333,17.657046850880885
0.8163265306122448,0.0,17.056258487450886,15.533653056291985
0.836734693877551,0.0,14.681896483151327,12.907888495535662
0.8571428571428571,0.0,12.130942203204903,10.025078096555145
0.8775510204081632,0.0,9.690329990787191,7.157826830840705
0.8979591836734693,0.0,7.650249086727342,4.580989785732897
0.9183673469387754,0.0,6.279138102933782,2.546666637848255
0.9387755102040816,0.0,5.801028946411699,1.2615455770967756
0.9591836734693877,0.0,6.377346788078986,0.868703275497893
0.9795918367346939,0.0,8.09485834119733,1.4355531656115215
1.0,0.0,10.960889035651505,2.949062614817379
0.0,0.02040816326530612,297.69993356750194,281.06869613328723
0.02040816326530612,0.02040816326530612,266.16386785257333,252.24784378439017
0.04081632653061224,0.02040816326530612,236.89382904212016,225.36411352823743
0.061224489795918366,0.02040816326530612,210.03511407641886,200.5886642055519
0.08163265306122448,0.02040816326530612,185.71005844975787,178.06868842926497
0.1020408163265306,0.02040816326530612,163.99555611858128,157.9049324926606
0.12244897959183673,0.02040816326530612,144.90513167467205,140.1337685425582
0.14285714285714285,0.02040816326530612,128.37723173824065,124.71548597240142
0.16326530612244897,0.02040816326530612,114.27082425386335,111.52989071819654
0.18367346938775508,0.02040816326530612,102.36871487300073,100.37962164103055
0.2040816326530612,0.02040816326530612,92.38827206112605,91.00087563420013
0.22448979591836732,0.02040816326530612,83.99856369373185,83.08054421921797
0.24489795918367346,0.02040816326530612,76.84231175611423,76.27816824559667
0.26530612244897955,0.02040816326530612,70.5606237676856,70.25066931516221
0.2857142857142857,0.02040816326530612,64.81820136776584,64.67755836784465
0.3061224489795918,0.02040816326530612,59.32668213264829,59.28427749874413
0.32653061224489793,0.02040816326530612,53.86394426854982,53.861504651081106
0.3469387755102041,0.02040816326530612,48.28757920260579,48.278626207191195
0.36734693877551017,0.02040816326530612,42.54127937121341,42.49012477686862
0.3877551020408163,0.02040816326530612,36.653547260067384,36.53428823740174
0.4081632653061224,0.02040816326530612,30.728845731183608,30.524360060596905
0.42857142857142855,0.02040816326530612,24.93201249210621,24.632953781985307
0.44897959183673464,0.02040816326530612,19.467387872144897,19.07118077706049
0.4693877551020408,0.02040816326530612,14.554596634730203,14.06443207363351
0.4897959183673469,0.02040816326530612,10.40323566746061,9.827066041880082
0.5102040816326531,0.02040816326530612,7.1888211244656866,6.538355536703719
0.5306122448979591,0.02040816326530612,5.032231490039768,4.321930961369407
0.5510204081632653,0.02040816326530612,3.984557976762577,3.2306306656242283
0.5714285714285714,0.02040816326530612,4.018770889662713,3.238167309860847
0.5918367346938775,0.02040816326530612,5.028976829751016,4.238385068650885
0.6122448979591836,0.02040816326530612,6.837335803197238,6.0521767399215705
0.6326530612244897,0.02040816326530612,9.207995073488643,8.441417597114368
0.6530612244897959,0.02040816326530612,11.866744167155037,11.12862039490998
0.673469387755102,0.02040816326530612,14.524563482639142,13.820483978098737
0.6938775510204082,0.02040816326530612,16.902876919126157,16.233145910410162
0.7142857142857142,0.02040816326530612,18.758160499944363,18.116791097913556
0.7346938775510203,0.02040816326530612,19.9036188456899,19.27732826214279
0.7551020408163265,0.02040816326530612,20.225913987737453,19.593118753607005
0.7755102040816326,0.02040816326530612,19.695391053234687,19.025202236785006
0.7959183673469387,0.02040816326530612,18.36885002282821,17.620068447851263
0.8163265306122448,0.02040816326530612,16.38460583914067,15.504717303152995
0.836734693877551,0.02040816326530612,13.95029618414743,12.874466676586842
0.8571428571428571,0.02040816326530612,11.324570575673736,9.97464149609603
0.8775510204081632,0.02040816326530612,8.79436335689517,7.0778467331708335
0.8979591836734693,0.02040816326530612,6.649863768640879,4.458937475151808
0.9183673469387754,0.02040816326530612,5.15951042281929,2.3700133986554857
0.9387755102040816,0.02040816326530612,4.547335226435588,1.0177626935918607
0.9591836734693877,0.02040816326530612,4.97476335040767,0.5452620319803714
0.9795918367346939,0.02040816326530612,6.528561507997222,1.0199248463809294
1.0,0.02040816326530612,9.216055129089016,2.428718504173256
0.0,0.04081632653061224,287.4581930309356,271.13307804570053
0.02040816326530612,0.04081632653061224,256.45512677865696,242.8088882590122
0.04081632653061224,0.04081632653061224,227.70326375301994,216.40929184936766
0.061224489795918366,0.04081632653061224,201.34790089430132,192.1054476574899
0.08163265306122448,0.04081632653061224,177.5113736967894,170.0445482963103
0.1020408163265306,0.04081632653061224,156.27057611692828,150.3273400591127
0.12244897959183673,0.04081632653061224,137.6390327465009,132.9901950927167
