f0,f1,f2,f3,HF,LF
0.0,0.0,0.0,0.0,1.087312731383618e-07,6.795704571147613e-08
0.0,0.0,0.0,0.3333333333333333,2.7182818556418633,1.359140941412341
0.0,0.0,0.0,0.6666666666666666,5.436563684100908,2.7182818556418633
0.0,0.0,0.0,1.0,8.154845512559953,4.077422769871386
0.0,0.0,0.3333333333333333,0.0,1.5248471779533417e-07,6.962371236980947e-08
0.0,0.0,0.3333333333333333,0.3333333333333333,3.770460938633972,1.3591505639167794
0.0,0.0,0.3333333333333333,0.6666666666666666,7.540916202830835,2.7182954639181443
0.0,0.0,0.3333333333333333,1.0,11.311370539646159,4.077439436537969
0.0,0.0,0.6666666666666666,0.0,2.051277131164388e-07,7.12903790281428e-08
0.0,0.0,0.6666666666666666,0.3333333333333333,5.044878790451775,1.3591601864212177
0.0,0.0,0.6666666666666666,0.6666666666666666,10.089746256989763,2.7183090721944247
0.0,0.0,0.6666666666666666,1.0,15.134611868764672,4.077456103204552
0.0,0.0,1.0,0.0,2.572322875232211e-07,7.295704568647613e-08
0.0,0.0,1.0,0.3333333333333333,6.305836119276914,1.359169808925656
0.0,0.0,1.0,0.6666666666666666,12.611655265297967,2.7183226804707057
0.0,0.0,1.0,1.0,18.917471629174404,4.077472769871136
0.0,0.3333333333333333,0.0,0.0,1.1161802446987618e-07,7.084379704299051e-08
0.0,0.3333333333333333,0.0,0.3333333333333333,2.7182985223084466,1.3591576080789243
0.0,0.3333333333333333,0.0,0.6666666666666666,5.43658725432683,2.718305425867785
0.0,0.3333333333333333,0.0,1.0,8.154874380073268,4.0774516373847005
0.0,0.3333333333333333,0.3333333333333333,0.0,1.541513844536675e-07,7.12903790281428e-08
0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.77047056113841,1.3591601864212177
0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,7.540929811107116,2.7183090721944247
0.0,0.3333333333333333,0.3333333333333333,1.0,11.311387206312743,4.077456103204552
0.0,0.3333333333333333,0.6666666666666666,0.0,2.0620396529616517e-07,7.236663120786919e-08
0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,5.044885004196631,1.3591664001660746
0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,10.089755044552012,2.7183178597566746
0.0,0.3333333333333333,0.6666666666666666,1.0,15.134622631286469,4.0774668657263495
0.0,0.3333333333333333,1.0,0.0,2.5800579021124985e-07,7.373054837450487e-08
0.0,0.3333333333333333,1.0,0.3333333333333333,6.305840585096766,1.3591742747455076
0.0,0.3333333333333333,1.0,0.6666666666666666,12.61166158092097,2.7183289960937067
0.0,0.3333333333333333,1.0,1.0,18.917479364201284,4.077480504898016
0.0,0.6666666666666666,0.0,0.0,1.1281375602258802e-07,7.203952859570235e-08
0.0,0.6666666666666666,0.0,0.3333333333333333,2.718305425867785,1.3591645116382627
0.0,0.6666666666666666,0.0,0.6666666666666666,5.4365970174340745,2.71831518897503
0.0,0.6666666666666666,0.0,1.0,8.154886337388795,4.077463594700228
0.0,0.6666666666666666,0.3333333333333333,0.0,1.5522763663339387e-07,7.236663120786919e-08
0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,3.770476774883267,1.3591664001660746
0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,7.540938598669365,2.7183178597566746
0.0,0.6666666666666666,0.3333333333333333,1.0,11.31139796883454,4.0774668657263495
0.0,0.6666666666666666,0.6666666666666666,0.0,2.070648425403671e-07,7.322750845207112e-08
0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,5.044889974473718,1.3591713704431614
0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,10.089762073585277,2.7183248887899394
