f0,f1,HF,LF
0.0,0.0,308.12909601160663,235.84847653723244
0.02040816326530612,0.0,276.06003083402834,215.28209945542753
0.04081632653061224,0.0,246.27181623875887,195.66237483372856
0.061224489795918366,0.0,218.90974916607502,177.23128247154247
0.08163265306122448,0.0,194.09616511026493,160.20464700369297
0.1020408163265306,0.0,171.90795802777285,144.74965780856485
0.12244897959183673,0.0,152.35865251038172,130.96694118128664
0.14285714285714285,0.0,135.386695178302,118.87885172681938
0.16326530612244897,0.0,120.85105397611007,108.42507165589532
0.18367346938775508,0.0,108.53453455526623,99.46592716753557
0.2040816326530612,0.0,98.15450538124402,91.79311355617942
0.22448979591836732,0.0,89.38003432953595,85.14683180769038
0.24489795918367346,0.0,81.85384338543794,79.2377432991404
0.26530612244897955,0.0,75.21704006836254,73.77170122312309
0.2857142857142857,0.0,69.1343260176296,68.47495917354445
0.3061224489795918,0.0,63.31733880953246,63.117512962689
0.32653061224489793,0.0,57.543956650287974,57.5324053141699
0.3469387755102041,0.0,51.67177096703152,51.62919845392383
0.36734693877551017,0.0,45.644474196160324,45.400361898554436
0.3877551020408163,0.0,39.49056882336903,38.91998149536788
0.4081632653061224,0.0,33.314517710673606,32.33490974939661
0.42857142857142855,0.0,27.28115856561814,25.849180292606363
0.44897959183673464,0.0,21.594831717512342,19.703135660133512
0.4693877551020408,0.0,16.47516192978675,14.149209102640338
0.4897959183673469,0.0,12.131746090039847,9.426612276362135
0.5102040816326531,0.0,8.740100352401207,5.737282385470352
0.5306122448979591,0.0,6.421103201165158,3.2253252457062658
0.5510204081632653,0.0,5.225845848911419,1.9618656825016032
0.5714285714285714,0.0,5.127298600668599,1.9367138951420486
0.5918367346938775,0.0,6.019568057447531,3.057622660300585
0.6122448979591836,0.0,7.724814225417971,5.1572044412141755
0.6326530612244897,0.0,10.007184368067183,8.006865239842362
0.6530612244897959,0.0,12.592468011924968,11.336459602592296
0.673469387755102,0.0,15.191645555434052,14.857839229189116
0.6938775510204082,0.0,17.526140897779637,18.290105601505495
0.7142857142857142,0.0,19.352430062289997,21.384218606962264
0.7346938775510203,0.0,20.483717669561273,23.94467301165317
0.7551020408163265,0.0,20.806665750968158,25.84622727385559
0.7755102040816326,0.0,20.29161943365831,27.044129229024943
0.7959183673469387,0.0,18.995378698278333,27.576887847520602
0.8163265306122448,0.0,17.056258487450886,27.56133334308317
0.836734693877551,0.0,14.681896483151327,27.180424950210895
0.8571428571428571,0.0,12.130942203204903,26.664940020657074
0.8775510204081632,0.0,9.690329990787191,26.27074701293036
0.8979591836734693,0.0,7.650249086727342,26.253775564598048
0.9183673469387754,0.0,6.279138102933782,26.845010965711793
0.9387755102040816,0.0,5.801028946411699,28.227838082825052
0.9591836734693877,0.0,6.377346788078986,30.519841327809058
0.9795918367346939,0.0,8.09485834119733,33.76075293628395
1.0,0.0,10.960889035651505,37.90767014189796
0.0,0.02040816326530612,297.69993356750194,226.79686511353577
0.02040816326530612,0.02040816326530612,266.16386785257333,206.5999714423956
0.04081632653061224,0.02040816326530612,236.89382904212016,187.34523388312678
0.061224489795918366,0.02040816326530612,210.03511407641886,169.2746322351363
0.08163265306122448,0.02040816326530612,185.71005844975787,152.60399113324792
0.1020408163265306,0.02040816326530612,163.99555611858128,137.50049995584635
0.12244897959183673,0.02040816326530612,144.90513167467205,124.06478499806018
0.14285714285714285,0.02040816326530612,128.37723173824065,112.3192008648505
0.16326530612244897,0.02040816326530612,114.27082425386335,102.20342976694941
0.18367346938775508,0.02040816326530612,102.36871487300073,93.57779790337813
0.2040816326530612,0.02040816326530612,92.38827206112605,86.23400056857592
0.22448979591836732,0.02040816326530612,83.99856369373185,79.9122387484063
0.24489795918367346,0.02040816326530612,76.84231175611423,74.32317381994125
0.26530612244897955,0.02040816326530612,70.5606237676856,69.17265897577427
