f0,f1,f2,f3,HF,LF
0.0,0.0,0.0,0.0,1.087312731383618e-07,9.242158216760753e-08
0.0,0.0,0.0,0.3333333333333333,2.7182818556418633,2.174625489950054
0.0,0.0,0.0,0.6666666666666666,5.436563684100908,4.34925095271729
0.0,0.0,0.0,1.0,8.154845512559953,6.523876415484526
0.0,0.0,0.3333333333333333,0.0,1.5248471779533417e-07,1.1413563455713692e-07
0.0,0.0,0.3333333333333333,0.3333333333333333,3.770460938633972,2.646338312025984
0.0,0.0,0.3333333333333333,0.6666666666666666,7.540916202830835,5.292670954240263
0.0,0.0,0.3333333333333333,1.0,11.311370539646159,7.939002669073003
0.0,0.0,0.6666666666666666,0.0,2.051277131164388e-07,1.3727205660347027e-07
0.0,0.0,0.6666666666666666,0.3333333333333333,5.044878790451775,3.1515186558568216
0.0,0.0,0.6666666666666666,0.6666666666666666,10.089746256989763,6.303025998854708
0.0,0.0,0.6666666666666666,1.0,15.134611868764672,9.454531487089517
0.0,0.0,1.0,0.0,2.572322875232211e-07,1.5812324428473235e-07
0.0,0.0,1.0,0.3333333333333333,6.305836119276914,3.6029287786609125
0.0,0.0,1.0,0.6666666666666666,12.611655265297967,7.205840602087788
0.0,0.0,1.0,1.0,18.917471629174404,10.808749643370044
0.0,0.3333333333333333,0.0,0.0,1.1161802446987618e-07,9.53083334991219e-08
0.0,0.3333333333333333,0.0,0.3333333333333333,2.7182985223084466,2.1746421566166374
0.0,0.3333333333333333,0.0,0.6666666666666666,5.43658725432683,4.349274522943212
0.0,0.3333333333333333,0.0,1.0,8.154874380073268,6.523905282997841
0.0,0.3333333333333333,0.3333333333333333,0.0,1.541513844536675e-07,1.1580230121547025e-07
0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.77047056113841,2.646347934530422
0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,7.540929811107116,5.292684562516544
0.0,0.3333333333333333,0.3333333333333333,1.0,11.311387206312743,7.9390193357395855
