f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,HF,LF
0.6152349789539168,2.9391202829191023,4.230644350266241,1.32461847249413,-6.166376286471531,-0.13572270259041275,-1.1414594279422197,1.009659938905682,0.4633886698084899,-0.04952111670596786,1.4,1.4
-0.4278877075772241,2.5203528417998595,3.722330751845115,1.9571331302845303,0.0864203131969041,5.325605859624203,-1.2785375761010032,-3.043326421932223,2.401761646673514,0.6632886390667194,1.4,1.4
-4.041235334475167,2.434762871013152,4.701730237011764,2.8851001908062868,-5.357223527638645,1.3375587468383003,0.8266419755594994,2.6315962614459645,0.11990684188777076,-0.24150094840490527,1.4,1.1045666666666667
-2.1265551078960123,5.070915781630608,0.14636682469795947,-0.4749246191464207,-1.2941400382421897,-1.3482537056251758,-2.424567190891593,0.9302167431446086,1.7499971120499358,0.49577105921958636,0.5800000000000001,0.9483000000000001
0.14204024567543852,7.745902173651721,0.9569470819842676,-1.1665623669007688,1.4423739891459688,1.8440499622770654,-2.6786476408504356,0.3755991740703405,1.9927735618834035,1.1932381961566232,0.4999999999999999,1.3365999999999998
1.9794369320929475,7.0821912665729725,6.008798510691424,-0.6326668143877486,0.7758395068135999,2.740265686101204,-2.200043043160916,-2.076303341884247,0.46074850405912104,2.192689475205424,1.0700000000000003,0.47877500000000006
-6.421539228782013,2.6146611831019113,0.8451026284574009,1.014382368590183,-1.997344016139446,2.2602565225164573,-0.22643090684362022,1.0475901003955168,0.6077755345333199,0.01733685857937653,1.6600000000000001,0.5923000000000007
-4.961341886788313,3.082105385740878,3.294190898325845,3.4662509878032637,-4.501983170399945,0.450842934839842,0.12219393513231683,2.205216664756142,0.2881460591154479,0.271864701505047,1.4,1.0211999999999999
-3.652035528635317,3.580428603033369,-0.07268015580363252,-2.1684920180172,-4.716334107639225,2.118726091322621,-1.4500993336723702,3.295533989800845,-0.198620818411144,-1.1335438824018869,1.22,1.3790999999999998
-5.034318767089665,4.264951930688678,0.5398654519752439,0.032888653815923166,-2.7592616422387297,1.491055309067157,-0.4990652151191515,2.9136367374562484,0.02772186987758535,-0.7489522159232617,1.4,1.4
8.10333961588982,8.2664734899291,-3.223712441175053,-5.23928925102713,-3.6299380902662497,3.0057530287274057,-4.565490338361662,0.28849213490765163,-3.429648606619787,2.1326503885110113,1.4,1.4
-5.2138625194385995,2.8312470785829604,-0.32421750678743244,-0.3651071225444607,-3.056023295259311,3.1874064028425617,-0.6043764361663809,2.043998587303876,0.5152488463171212,-1.1291247492518477,1.4,1.4
-5.657517572848899,3.859360816091052,1.6263969515781203,-0.16707096783533923,-2.9165061993068795,1.3062665890780112,-0.7494459868735985,2.0309747704954906,-0.1264450385244291,-0.1171215479893049,0.0,1.3834999999999997
0.7060502495883431,4.895742665822337,0.23316317764837288,-2.349522515617081,-2.8198405734549747,-0.525593363430573,-2.743928274336385,0.9741356364867562,1.4464303487108063,0.5444973198408407,0.3999999999999999,0.899
2.1392709964031615,7.160004531279063,0.2959287219148023,-2.856387924983698,-0.5508052942000288,1.8268881076919843,-3.293833886571288,0.5044538340470037,1.2862870486428089,0.7625675397213079,0.3999999999999999,1.4
-6.124459238353241,4.025057210346031,-0.282462800203771,0.5417722462530584,-3.2518942300237197,0.14857639238063008,-2.7610813617621366,0.9667805244048224,0.35640668118114477,0.6053290886803427,1.4,1.4
0.8416622898774597,4.792385341104237,0.1159475301633109,-2.346220213939803,-2.748851893813322,-0.7002471214346087,-2.769299299089554,1.1960336914007237,1.9239044573701776,0.566325486380814,0.21999999999999997,0.7897999999999996
2.3113759706555808,6.943508924434364,0.4599643007030441,-2.859812029464462,-0.49930611272059683,1.563078508761001,-3.2630429100924485,0.612292882476717,1.767752607432114,0.9344696977334608,0.69,1.399
-3.874271612875614,2.4013903896881486,4.349219088352644,2.8626747581543754,-5.287284488100382,1.1743807284633445,0.7357369820067544,2.9345229086306226,0.7754001614852589,-0.3228583036826996,1.4,1.4
