benchmark,model,seed,final_regret,n_hf,n_lf,best_y,elapsed_sec,lf_rmse,lf_nll,lf_ece,lf_sharpness,hf_rmse,n_held
Branin-Fav,Sequential,42,0.0066056977871608025,24,259,0.4044926977871608,194.476,16.11720743463046,5.00930743614306,0.35624718087505636,57.498682931369125,23.94060180533499,2217.0
Branin-Fav,Sequential,43,0.14546928279938853,24,259,0.5433562827993885,196.768,18.86566710469568,5.022570934172212,0.3253495714930086,57.403964440275445,19.299885249101923,2217.0
Branin-Fav,Sequential,44,0.0066056977871608025,24,259,0.4044926977871608,170.34,14.617822953338274,5.007471762589117,0.3619756427604871,57.822491453203995,24.821913478352947,2217.0
Branin-Fav,Sequential,45,0.10339752042404704,24,259,0.501284520424047,175.156,16.508791088922653,5.11254713991642,0.35340550293189,64.17864438085319,21.97240498283117,2217.0
Branin-Fav,Sequential,46,0.10339752042404704,24,259,0.501284520424047,165.775,15.115255065204263,5.10005456402725,0.3550293188994137,63.690460216827645,18.862783426114923,2217.0
Branin-Fav,Sequential,47,0.0066056977871608025,24,259,0.4044926977871608,168.183,14.345201762258558,5.093287754760766,0.3692377086152459,63.371958409519955,22.381135002808247,2217.0
Branin-Fav,Sequential,48,0.0066056977871608025,24,259,0.4044926977871608,169.286,15.755711879479394,4.991814409926635,0.338340099233198,56.517660521384684,19.570848016646305,2217.0
Branin-Fav,Sequential,49,0.0066056977871608025,24,259,0.4044926977871608,169.483,14.648920518577658,5.181323266705996,0.3741091565178169,69.48292758443142,39.79981330499236,2217.0
Branin-Fav,MFGP,50,0.009019962044670815,24,259,0.4069069620446708,747.461,9.033635180450041,7.16996549726692,0.22011727559765445,3.032291421720948,6.687286874044497,2217.0
Branin-Fav,Sequential,50,0.3876112505994599,24,259,0.7854982505994599,192.927,14.367714191571968,4.990659733715822,0.3565629228687416,56.849452317002616,16.681243269188617,2217.0
Branin-Fav,Sequential,51,0.3876112505994599,24,259,0.7854982505994599,199.396,15.236489392177816,5.099899532729557,0.35818673883626523,63.62142501276558,49.46005796550644,2217.0
Branin-Fav,Progressive,42,0.5684849291449144,24,259,0.9663719291449144,171.495,21.56430060231438,5.024153104972213,0.27857465042850704,56.36581896893395,25.670115752304515,2217.0
